OBW67823.1	OBW67823.1	2-HACID_DH
XP_007305404.1	CCA77866.1	PATATIN
PVF92937.1	CCA77866.1	PATATIN
XP_007729781.1	CCA77866.1	PATATIN
XP_018138117.1	CCA77866.1	PATATIN
XP_007728829.1	CCA77866.1	PATATIN
XP_018150874.1	CCA77866.1	PATATIN
XP_018181635.1	OIW22746.1	PATATIN
XP_018192513.1	CCA77866.1	PATATIN
XP_007720559.1	CCA77866.1	PATATIN
XP_018244177.1	XP_018244177.1	PATATIN
XP_018257097.1	CCA77866.1	PATATIN
PVF93217.1	CCA77866.1	PATATIN
XP_020125897.1	CCA77866.1	PATATIN
XP_007707896.1	CCA77866.1	PATATIN
PVF93869.1	CCA77866.1	PATATIN
PVF94831.1	PVF94148.1	PATATIN
PVF94833.1	CCA77866.1	PATATIN
PVF94879.1	CCA77866.1	PATATIN
PVF95039.1	CCA77866.1	PATATIN
PVF96984.1	CCA77866.1	PATATIN
XP_018689160.1	CCA77866.1	PATATIN
XP_018692330.1	XP_018692330.1	PATATIN
XP_007332931.1	CCA77866.1	PATATIN
XP_007332667.1	CCA77866.1	PATATIN
XP_007326336.1	CCA77866.1	PATATIN
XP_018378644.1	CCA77866.1	PATATIN
PVF93157.1	CCA77866.1	PATATIN
XP_964679.1	CCA77866.1	PATATIN
KIM24489.1	CCA77866.1	PATATIN
EGE84140.2	CCA77866.1	PATATIN
OCK88015.1	CCA77866.1	PATATIN
OCK72888.1	CCA77866.1	PATATIN
OBW66946.1	CCA77866.1	PATATIN
OBT93612.2	CCA77866.1	PATATIN
EGU85090.1	CCA77866.1	PATATIN
OBT80741.1	CCA77866.1	PATATIN
OBT71251.1	CCA77866.1	PATATIN
OBT70234.1	CCA77866.1	PATATIN
OBT69989.1	CCA77866.1	PATATIN
ELA34659.1	CCA77866.1	PATATIN
ELA37662.1	CCA77866.1	PATATIN
OBT64178.1	CCA77866.1	PATATIN
OBT63724.1	CCA77866.1	PATATIN
OBT63444.1	OBT63444.1	PATATIN
OBT62997.1	CCA77866.1	PATATIN
OBT60529.1	CCA77866.1	PATATIN
ELU39121.1	CCA77866.1	PATATIN
EMD96375.1	CCA77866.1	PATATIN
EMD96377.1	CCA77866.1	PATATIN
OBT54871.1	CCA77866.1	PATATIN
OBT53072.1	CCA77866.1	PATATIN
EMT68942.1	CCA77866.1	PATATIN
OCK98051.1	CCA77866.1	PATATIN
OCL00229.1	CCA77866.1	PATATIN
OCL00243.1	CCA77866.1	PATATIN
OCL00351.1	CCA77866.1	PATATIN
OOQ86975.1	CCA77866.1	PATATIN
CZR43873.1	CCA77866.1	PATATIN
CZR44041.1	CCA77866.1	PATATIN
OOO11070.1	OOO11070.1	PATATIN
OOF97652.1	CCA77866.1	PATATIN
CZR51766.1	CCA77866.1	PATATIN
CZR52450.1	CCA77866.1	PATATIN
CZR54770.1	CCA77866.1	PATATIN
CZR60142.1	CCA77866.1	PATATIN
OJJ29576.1	CCA77866.1	PATATIN
CZR68366.1	CCA77866.1	PATATIN
OBT45685.1	CCA77866.1	PATATIN
CZR69078.1	CZR69078.1	PATATIN
OJI83753.1	CCA77866.1	PATATIN
OJD27184.1	CCA77866.1	PATATIN
OJD18067.1	CCA77866.1	PATATIN
CZT43428.1	XP_018244177.1	PATATIN
OIW35316.1	CCA77866.1	PATATIN
OIW28354.1	CCA77866.1	PATATIN
OIW22746.1	OIW22746.1	PATATIN
EEQ87201.2	CCA77866.1	PATATIN
OCL07118.1	OCL07118.1	PATATIN
OCL05393.1	CCA77866.1	PATATIN
EFW22193.1	CCA77866.1	PATATIN
CZR69607.1	CCA77866.1	PATATIN
CVL08443.1	CCA77866.1	PATATIN
EMT74141.1	CCA77866.1	PATATIN
OBT40154.1	CUA74730.1	PATATIN
EUC58670.1	CUA74730.1	PATATIN
EUC61085.1	CCA77866.1	PATATIN
KZN84436.1	CCA77866.1	PATATIN
EUC64095.1	CCA77866.1	PATATIN
EUC66471.1	CCA77866.1	PATATIN
EUC66924.1	CCA77866.1	PATATIN
KZL80524.1	CCA77866.1	PATATIN
KZL79415.1	CCA77866.1	PATATIN
EUC66976.1	CCA77866.1	PATATIN
KZL70761.1	CCA77866.1	PATATIN
KZL70166.1	CCA77866.1	PATATIN
KZL69523.1	CCA77866.1	PATATIN
KXX78148.1	CCA77866.1	PATATIN
EWY84164.1	CCA77866.1	PATATIN
KXX75712.1	CCA77866.1	PATATIN
EWZ28232.1	CCA77866.1	PATATIN
KXJ95955.1	CCA77866.1	PATATIN
KXJ94832.1	CCA77866.1	PATATIN
EWZ29774.1	CCA77866.1	PATATIN
KXJ85317.1	CCA77866.1	PATATIN
KXH59138.1	CCA77866.1	PATATIN
KXH51128.1	XP_018244177.1	PATATIN
KXH49099.1	CCA77866.1	PATATIN
EUC58658.1	CCA77866.1	PATATIN
KZT36762.1	CCA77866.1	PATATIN
KZT38064.1	CCA77866.1	PATATIN
EUC58467.1	CUA76638.1	PATATIN
OBT39447.1	CCA77866.1	PATATIN
OBS26245.1	CCA77866.1	PATATIN
ENH83491.1	CCA77866.1	PATATIN
OAX82787.1	CCA77866.1	PATATIN
EPE02605.1	CCA77866.1	PATATIN
EPE04335.1	CCA77866.1	PATATIN
OAT11383.1	CCA77866.1	PATATIN
EPS38438.1	CCA77866.1	PATATIN
OAQ71845.1	OIW22746.1	PATATIN
EQB47056.1	CCA77866.1	PATATIN
OAL51109.1	CCA77866.1	PATATIN
OBT41064.1	CCA77866.1	PATATIN
OAL44157.1	OIW22746.1	PATATIN
EQL35284.1	CCA77866.1	PATATIN
ERS99122.1	ERS99122.1	PATATIN
ERT02856.1	CCA77866.1	PATATIN
EUC54179.1	CCA77866.1	PATATIN
EUC54510.1	CUA74730.1	PATATIN
EUC55131.1	CCA77866.1	PATATIN
EUC55165.1	CUA74730.1	PATATIN
EUC56735.1	CCA77866.1	PATATIN
EUC57630.1	KEP46315.1	PATATIN
KZT39524.1	KZT39524.1	PATATIN
EUC58304.1	CUA74730.1	PATATIN
OAA77290.1	CCA77866.1	PATATIN
KXH41410.1	CCA77866.1	PATATIN
CVL07330.1	CCA77866.1	PATATIN
OQD70361.1	CCA77866.1	PATATIN
PCD26269.1	CCA77866.1	PATATIN
PCD24491.1	CCA77866.1	PATATIN
PBK98079.1	CCA77866.1	PATATIN
PBK83381.1	CCA77866.1	PATATIN
OXV08909.1	CCA77866.1	PATATIN
OWY46699.1	CCA77866.1	PATATIN
OWW36646.1	CCA77866.1	PATATIN
CRK26904.1	CCA77866.1	PATATIN
CRK28557.1	CCA77866.1	PATATIN
OTB15577.1	CCA77866.1	PATATIN
OTB07612.1	CCA77866.1	PATATIN
OTA97917.1	CCA77866.1	PATATIN
CRK42846.1	CCA77866.1	PATATIN
CRL18514.1	CCA77866.1	PATATIN
OTA69015.1	CCA77866.1	PATATIN
CRL24438.1	CCA77866.1	PATATIN
CRL27391.1	CCA77866.1	PATATIN
CUA66698.1	CCA77866.1	PATATIN
CUA67657.1	CCA77866.1	PATATIN
CUA68044.1	CUA68044.1	PATATIN
CUA68229.1	CUA74730.1	PATATIN
CUA68355.1	CUA74730.1	PATATIN
CUA68361.1	CCA77866.1	PATATIN
PGG95771.1	CCA77866.1	PATATIN
CEL60755.1	CCA77866.1	PATATIN
CEL60638.1	CCA77866.1	PATATIN
CEL59569.1	CCA77866.1	PATATIN
PHH54941.1	CCA77866.1	PATATIN
PHH54594.1	CCA77866.1	PATATIN
PHH53411.1	CCA77866.1	PATATIN
PHH53208.1	CCA77866.1	PATATIN
PHH51952.1	CCA77866.1	PATATIN
PHH51573.1	CCA77866.1	PATATIN
PHH51169.1	CCA77866.1	PATATIN
PHH50556.1	CCA77866.1	PATATIN
PHH49997.1	CCA77866.1	PATATIN
PHH49992.1	CCA77866.1	PATATIN
PHH49856.1	CCA77866.1	PATATIN
CUA69169.1	CCA77866.1	PATATIN
PHH49792.1	CCA77866.1	PATATIN
PHH49544.1	CCA77866.1	PATATIN
PHH49541.1	CCA77866.1	PATATIN
PHH49227.1	CCA77866.1	PATATIN
PGH34123.1	CCA77866.1	PATATIN
CEL07343.1	CCA77866.1	PATATIN
PGH23009.1	CCA77866.1	PATATIN
CEL10661.1	CCA77866.1	PATATIN
PGH11415.1	CCA77866.1	PATATIN
CEL56336.1	CCA77866.1	PATATIN
CEL57333.1	CCA77866.1	PATATIN
PGH02751.1	CCA77866.1	PATATIN
PHH49776.1	CCA77866.1	PATATIN
OQD60773.1	CCA77866.1	PATATIN
CUA70177.1	CCA77866.1	PATATIN
CUA71457.1	CUA74730.1	PATATIN
CUA77736.1	CCA77866.1	PATATIN
CUA77737.1	CCA77866.1	PATATIN
ORY10130.1	CCA77866.1	PATATIN
ORY02205.1	CCA77866.1	PATATIN
OQV11228.1	CCA77866.1	PATATIN
CUA77829.1	CCA77866.1	PATATIN
CUA77838.1	CUA74730.1	PATATIN
CUA78010.1	CCA77866.1	PATATIN
CUA78387.1	CUA74730.1	PATATIN
CUA78562.1	CCA77866.1	PATATIN
OQU97004.1	OIW22746.1	PATATIN
CVK94922.1	CCA77866.1	PATATIN
OQE93740.1	CCA77866.1	PATATIN
OQE91408.1	CCA77866.1	PATATIN
OQE26123.1	CCA77866.1	PATATIN
OQE13559.1	CCA77866.1	PATATIN
OQE09468.1	CCA77866.1	PATATIN
OQE00838.1	OIW22746.1	PATATIN
OQD93316.1	CCA77866.1	PATATIN
OQD89044.1	CCA77866.1	PATATIN
OQD86643.1	CCA77866.1	PATATIN
OQD80677.1	CCA77866.1	PATATIN
OQD75548.1	CCA77866.1	PATATIN
CUA77734.1	CCA77866.1	PATATIN
CUA77727.1	CCA77866.1	PATATIN
CUA77372.1	CCA77866.1	PATATIN
CUA77298.1	CCA77866.1	PATATIN
CUA71638.1	CUA74730.1	PATATIN
OSS48939.1	CCA77866.1	PATATIN
CUA72872.1	CCA77866.1	PATATIN
CUA72935.1	CCA77866.1	PATATIN
CUA73077.1	CCA77866.1	PATATIN
CUA73240.1	CCA77866.1	PATATIN
CUA73496.1	CCA77866.1	PATATIN
CUA74258.1	CCA77866.1	PATATIN
CUA74452.1	CCA77866.1	PATATIN
CUA74502.1	CCA77866.1	PATATIN
CUA74602.1	CCA77866.1	PATATIN
CUA71454.1	CCA77866.1	PATATIN
CUA74603.1	CUA74603.1	PATATIN
CUA75252.1	CCA77866.1	PATATIN
CUA75392.1	CCA77866.1	PATATIN
CUA75393.1	CCA77866.1	PATATIN
CUA75397.1	CUA74730.1	PATATIN
CUA75446.1	CCA77866.1	PATATIN
CUA75617.1	CUA75617.1	PATATIN
CUA76200.1	CCA77866.1	PATATIN
CUA76312.1	CUA74730.1	PATATIN
CUA76313.1	CUA74730.1	PATATIN
CUA76333.1	CCA77866.1	PATATIN
CUA77083.1	CCA77866.1	PATATIN
CUA74730.1	CUA74730.1	PATATIN
PHH54951.1	CCA77866.1	PATATIN
KXG52045.1	CCA77866.1	PATATIN
KXG45220.1	CCA77866.1	PATATIN
KIJ39414.1	CCA77866.1	PATATIN
KIJ39401.1	CCA77866.1	PATATIN
KIJ39390.1	CCA77866.1	PATATIN
KIJ37955.1	CCA77866.1	PATATIN
KIH94168.1	CCA77866.1	PATATIN
KGQ02530.1	CCA77866.1	PATATIN
KGO42772.1	CCA77866.1	PATATIN
KGO41438.1	CCA77866.1	PATATIN
KFZ25249.1	KFZ25249.1	PATATIN
KFZ24505.1	CCA77866.1	PATATIN
KFZ24198.1	CCA77866.1	PATATIN
KFZ19925.1	CCA77866.1	PATATIN
GAO81557.1	CCA77866.1	PATATIN
KFZ17005.1	CCA77866.1	PATATIN
GAO86585.1	CCA77866.1	PATATIN
GAP91468.1	CCA77866.1	PATATIN
GAQ09999.1	CCA77866.1	PATATIN
KFY90286.1	CCA77866.1	PATATIN
KFY89621.1	KFY89621.1	PATATIN
KFY85790.1	CCA77866.1	PATATIN
KFY85395.1	CCA77866.1	PATATIN
GAW17534.1	CCA77866.1	PATATIN
KFY79008.1	CCA77866.1	PATATIN
KIJ39529.1	CCA77866.1	PATATIN
KIJ43383.1	CCA77866.1	PATATIN
KIJ49299.1	CCA77866.1	PATATIN
KIJ49311.1	CCA77866.1	PATATIN
KIM21462.1	CCA77866.1	PATATIN
KIM21455.1	CCA77866.1	PATATIN
KIM21166.1	CCA77866.1	PATATIN
KIM20971.1	CCA77866.1	PATATIN
KIM20911.1	CCA77866.1	PATATIN
KIM20778.1	CCA77866.1	PATATIN
KIM20775.1	CCA77866.1	PATATIN
KIM20767.1	CCA77866.1	PATATIN
KIM20764.1	CCA77866.1	PATATIN
KIM20565.1	CCA77866.1	PATATIN
KIM20375.1	CCA77866.1	PATATIN
KFY78766.1	CCA77866.1	PATATIN
KIM20144.1	CCA77866.1	PATATIN
KIM19923.1	CCA77866.1	PATATIN
KIM19704.1	CCA77866.1	PATATIN
KIM19665.1	CCA77866.1	PATATIN
KIM19657.1	CCA77866.1	PATATIN
KIL88429.1	KIL88429.1	PATATIN
KIJ52000.1	CCA77866.1	PATATIN
KIJ51985.1	CCA77866.1	PATATIN
KIJ50301.1	CCA77866.1	PATATIN
KIJ50276.1	CCA77866.1	PATATIN
KIJ50252.1	CCA77866.1	PATATIN
KIJ49325.1	CCA77866.1	PATATIN
KIM19967.1	CCA77866.1	PATATIN
KIM21557.1	CCA77866.1	PATATIN
KFY76476.1	CCA77866.1	PATATIN
GAW26599.1	CCA77866.1	PATATIN
KEP50038.1	CUA74730.1	PATATIN
KEP50937.1	CUA74730.1	PATATIN
KEP50941.1	CCA77866.1	PATATIN
KEP51233.1	CCA77866.1	PATATIN
KEP51448.1	CUA74730.1	PATATIN
KEP51449.1	CUA74730.1	PATATIN
KEP51977.1	CCA77866.1	PATATIN
KEP52388.1	CCA77866.1	PATATIN
KEP52390.1	CCA77866.1	PATATIN
KFY32374.1	CCA77866.1	PATATIN
KEP55097.1	CCA77866.1	PATATIN
KFY32345.1	CCA77866.1	PATATIN
KFY32151.1	CCA77866.1	PATATIN
KFY31884.1	KFY31884.1	PATATIN
KFY31329.1	CCA77866.1	PATATIN
KEY67742.1	CCA77866.1	PATATIN
KFY11743.1	CCA77866.1	PATATIN
KFY07041.1	CCA77866.1	PATATIN
KFA55131.1	CCA77866.1	PATATIN
KFX96894.1	CCA77866.1	PATATIN
KFX92080.1	CCA77866.1	PATATIN
KFX90066.1	CCA77866.1	PATATIN
KFA75735.1	CCA77866.1	PATATIN
KEP48714.1	CCA77866.1	PATATIN
KFY35196.1	CCA77866.1	PATATIN
KFY35998.1	CCA77866.1	PATATIN
KEP48660.1	CUA74730.1	PATATIN
KFY68561.1	CCA77866.1	PATATIN
KFY66945.1	CCA77866.1	PATATIN
KFY60362.1	CUA74730.1	PATATIN
KFY53432.1	CCA77866.1	PATATIN
KDN70942.1	CCA77866.1	PATATIN
KFY46366.1	CUA74730.1	PATATIN
KDR74883.1	CCA77866.1	PATATIN
KEP45358.1	CUA74730.1	PATATIN
KEP45593.1	CCA77866.1	PATATIN
KEP45608.1	CCA77866.1	PATATIN
KEP45663.1	CUA74730.1	PATATIN
GAW23421.1	OIW22746.1	PATATIN
KEP45946.1	KEP45946.1	PATATIN
KEP46315.1	KEP46315.1	PATATIN
KFY41819.1	CCA77866.1	PATATIN
KEP46389.1	CUA74730.1	PATATIN
KEP46393.1	CUA74730.1	PATATIN
KEP46628.1	CCA77866.1	PATATIN
KEP46666.1	CUA74730.1	PATATIN
KFY39889.1	CCA77866.1	PATATIN
KEP47764.1	CCA77866.1	PATATIN
KEP48405.1	CUA74730.1	PATATIN
KFY38174.1	CCA77866.1	PATATIN
KEP48448.1	CCA77866.1	PATATIN
KEP46281.1	CUA74730.1	PATATIN
KXG51962.1	CCA77866.1	PATATIN
KIM21669.1	CCA77866.1	PATATIN
KIM22344.1	CCA77866.1	PATATIN
KLP02112.1	CCA77866.1	PATATIN
KLP01957.1	CCA77866.1	PATATIN
KLO97050.1	CCA77866.1	PATATIN
KLO90548.1	CCA77866.1	PATATIN
KLJ13097.1	CCA77866.1	PATATIN
KKZ65655.1	CCA77866.1	PATATIN
KKY22825.1	KKY22825.1	PATATIN
EXL41845.1	CCA77866.1	PATATIN
KKF96201.1	CCA77866.1	PATATIN
KKF94991.1	CCA77866.1	PATATIN
KKF94956.1	CCA77866.1	PATATIN
KKF92490.1	CCA77866.1	PATATIN
KKF92131.1	CCA77866.1	PATATIN
KKF92077.1	CCA77866.1	PATATIN
KKF92050.1	CCA77866.1	PATATIN
KJZ77333.1	CCA77866.1	PATATIN
KJZ70979.1	CCA77866.1	PATATIN
KJZ70100.1	CCA77866.1	PATATIN
KJZ69757.1	KJZ69757.1	PATATIN
KJZ69480.1	CCA77866.1	PATATIN
KJZ69359.1	CCA77866.1	PATATIN
EXL54340.1	CCA77866.1	PATATIN
KJK65966.1	CCA77866.1	PATATIN
EXK80964.1	CCA77866.1	PATATIN
KLP07308.1	CCA77866.1	PATATIN
KLP20662.1	CCA77866.1	PATATIN
KLU89782.1	CCA77866.1	PATATIN
KUM60368.1	CCA77866.1	PATATIN
KUM58276.1	CCA77866.1	PATATIN
KUI66863.1	CCA77866.1	PATATIN
KUI57201.1	CCA77866.1	PATATIN
KOS45964.1	CCA77866.1	PATATIN
EXA32212.1	EXA32212.1	PATATIN
EXA34070.1	CCA77866.1	PATATIN
KOS37055.1	CCA77866.1	PATATIN
KOC16110.1	CCA77866.1	PATATIN
KNZ82011.1	CCA77866.1	PATATIN
KNZ82009.1	CCA77866.1	PATATIN
EXL71911.1	CCA77866.1	PATATIN
KNZ82006.1	CCA77866.1	PATATIN
KNZ74700.1	CCA77866.1	PATATIN
KNZ72722.1	CCA77866.1	PATATIN
KNZ71999.1	CCA77866.1	PATATIN
KND93534.1	CCA77866.1	PATATIN
EXF79411.1	CCA77866.1	PATATIN
EXF79782.1	CCA77866.1	PATATIN
KMP09794.1	CCA77866.1	PATATIN
KMM64270.1	CCA77866.1	PATATIN
KMK63757.1	CCA77866.1	PATATIN
KLU92430.1	CCA77866.1	PATATIN
KLU92398.1	CCA77866.1	PATATIN
KNZ74705.1	CCA77866.1	PATATIN
KIM21682.1	CCA77866.1	PATATIN
KIV86105.1	CCA77866.1	PATATIN
EXL91583.1	CCA77866.1	PATATIN
KIM26170.1	CCA77866.1	PATATIN
KIM26166.1	CCA77866.1	PATATIN
KIM25472.1	CCA77866.1	PATATIN
KIM25460.1	CCA77866.1	PATATIN
KIM25116.1	CCA77866.1	PATATIN
KIM24848.1	CCA77866.1	PATATIN
KIM24761.1	CCA77866.1	PATATIN
KIM24750.1	CCA77866.1	PATATIN
KIM24511.1	CCA77866.1	PATATIN
KIM24506.1	CCA77866.1	PATATIN
KIM24302.1	CCA77866.1	PATATIN
KIM24261.1	CCA77866.1	PATATIN
KIM24234.1	CCA77866.1	PATATIN
KIM23931.1	CCA77866.1	PATATIN
KIM23913.1	CCA77866.1	PATATIN
KIM23847.1	CCA77866.1	PATATIN
KIM23830.1	CCA77866.1	PATATIN
KIM23754.1	CCA77866.1	PATATIN
KIM23596.1	CCA77866.1	PATATIN
KIM22974.1	CCA77866.1	PATATIN
KIM22787.1	PVF94148.1	PATATIN
KIM22765.1	CCA77866.1	PATATIN
KIM22502.1	CCA77866.1	PATATIN
KIM26190.1	CUA74730.1	PATATIN
KIM26629.1	CCA77866.1	PATATIN
KIM26631.1	CCA77866.1	PATATIN
KIM26748.1	CCA77866.1	PATATIN
EXL92112.1	CCA77866.1	PATATIN
EXL97809.1	CCA77866.1	PATATIN
KIM98305.1	CCA77866.1	PATATIN
KIM95559.1	CCA77866.1	PATATIN
KIM93182.1	CCA77866.1	PATATIN
KIM93179.1	CCA77866.1	PATATIN
KIM83298.1	CCA77866.1	PATATIN
KIM33695.1	CCA77866.1	PATATIN
KIM33636.1	CCA77866.1	PATATIN
KIM32303.1	KIM32303.1	PATATIN
KIM32148.1	CCA77866.1	PATATIN
KIN06969.1	CCA77866.1	PATATIN
KIM32134.1	CCA77866.1	PATATIN
KIM30830.1	CCA77866.1	PATATIN
KIM30741.1	CCA77866.1	PATATIN
KIM30740.1	CCA77866.1	PATATIN
KIM30136.1	CCA77866.1	PATATIN
KIM30004.1	CCA77866.1	PATATIN
EXM14370.1	CCA77866.1	PATATIN
KIM29944.1	CCA77866.1	PATATIN
KIM28992.1	CCA77866.1	PATATIN
KIM27453.1	CCA77866.1	PATATIN
KIM27345.1	CCA77866.1	PATATIN
KIM27338.1	CCA77866.1	PATATIN
KIM30969.1	CCA77866.1	PATATIN
PHH55904.1	CCA77866.1	PATATIN
OAL32049.1	CCA77866.1	PATATIN
PNH38468.1	CCA77866.1	PATATIN
PIG87111.1	CCA77866.1	PATATIN
CCO36734.1	CCA77866.1	PATATIN
PMD23420.1	CCA77866.1	PATATIN
CCA76176.1	CCA77866.1	PATATIN
CCO35944.1	CCA77866.1	PATATIN
PQE22450.1	CCA77866.1	PATATIN
CCO35724.1	CCA77866.1	PATATIN
CDM33067.1	CCA77866.1	PATATIN
PKS12989.1	CCA77866.1	PATATIN
AET07142.1	CCA77866.1	PATATIN
PQE30024.1	CCA77866.1	PATATIN
CCA69190.1	CCA77866.1	PATATIN
PNH64846.1	CCA77866.1	PATATIN
CCO35549.1	CCA77866.1	PATATIN
CCA69846.1	CCA77866.1	PATATIN
CEJ57848.1	CCA77866.1	PATATIN
CCO33386.1	CCA77866.1	PATATIN
PQE27723.1	CCA77866.1	PATATIN
CEJ62211.1	CCA77866.1	PATATIN
CEJ57466.1	CCA77866.1	PATATIN
PQE09028.1	CCA77866.1	PATATIN
AET07143.1	CCA77866.1	PATATIN
PNH32971.1	CCA77866.1	PATATIN
PQE09025.1	CCA77866.1	PATATIN
PKS10456.1	CCA77866.1	PATATIN
PNP82124.1	CCA77866.1	PATATIN
KFZ00170.1	KFZ00170.1	PATATIN
KFY17987.1	KFY17987.1	PATATIN
RFN50765.1	RFN50765.1	PATATIN
XP_009656017.1	CCA77866.1	PATATIN
XP_007787783.1	XP_007787783.1	PATATIN
EQB49287.1	CCA77866.1	PATATIN
KJZ68181.1	CCA77866.1	PATATIN
XP_001208459.1	CCA77866.1	PATATIN
XP_007696067.1	CCA77866.1	PATATIN
ORX98184.1	CCA77866.1	PATATIN
PVH67508.1	CCA77866.1	PATATIN
KFY31791.1	CCA77866.1	PATATIN
KFY74476.1	KFY74476.1	PATATIN
OQE23114.1	OQE23114.1	PECTATE_LYASE
CVK84550.1	CVK84550.1	PEC_LYASE_C
KNG50431.1	KNG50431.1	PEPTIDASE_M28
EZG05699.1	EGD93112.1	PEPTIDASE_S8
XP_003014995.1	EGD93112.1	PEPTIDASE_S8
EWZ30191.1	EGD93112.1	PEPTIDASE_S8
EGD93112.1	EGD93112.1	PEPTIDASE_S8
EMT62740.1	EGD93112.1	PEPTIDASE_S8
XP_003231457.1	EGD93112.1	PEPTIDASE_S8
EXL96339.1	EGD93112.1	PEPTIDASE_S8
XP_018252887.1	EGD93112.1	PEPTIDASE_S8
OAL71474.1	EGD93112.1	PEPTIDASE_S8
EGE04575.1	EGD93112.1	PEPTIDASE_S8
PCD28709.1	EGD93112.1	PEPTIDASE_S8
OAL67270.1	EGD93112.1	PEPTIDASE_S8
ENH75877.1	EGD93112.1	PEPTIDASE_S8
GBF61257.1	EGD93112.1	PEPTIDASE_S8
EZF33737.1	EGD93112.1	PEPTIDASE_S8
EZF78343.1	EGD93112.1	PEPTIDASE_S8
EXK34603.1	EGD93112.1	PEPTIDASE_S8
KDB27809.1	EGD93112.1	PEPTIDASE_S8
XP_002845998.1	EGD93112.1	PEPTIDASE_S8
EWY84479.1	EGD93112.1	PEPTIDASE_S8
EXL54480.1	EGD93112.1	PEPTIDASE_S8
XP_025594666.1	EGD93112.1	PEPTIDASE_S8
EQL01266.1	EQL01266.1	PEX-1N
CAL30199.1	KDQ56379.1	PFD-LIKE
EXM20378.1	KDQ56379.1	PFD-LIKE
XP_009252117.1	CZS92415.1	PFD-LIKE
RBQ96753.1	KDQ56379.1	PFD-LIKE
RAQ65352.1	EPS39416.1	PFD-LIKE
XP_001229751.1	XP_016255967.1	PFD-LIKE
ELA32816.1	KDQ56379.1	PFD-LIKE
XP_001227591.1	XP_016255967.1	PFD-LIKE
KZZ91814.1	KDQ56379.1	PFD-LIKE
CEO58318.1	XP_016255967.1	PFD-LIKE
EGU82782.1	KDQ56379.1	PFD-LIKE
XP_025428448.1	XP_024406217.1	PFD-LIKE
XP_001228358.1	XP_016255967.1	PFD-LIKE
XP_009256859.1	KDQ56379.1	PFD-LIKE
PCG96569.1	XP_024406217.1	PFD-LIKE
PCD31295.1	EGU83004.1	PFD-LIKE
EGU74392.1	EGU86797.1	PFD-LIKE
EGU83004.1	EGU83004.1	PFD-LIKE
EXL64101.1	KDQ56379.1	PFD-LIKE
CVK97834.1	EGU83004.1	PFD-LIKE
XP_007728687.1	XP_007728687.1	PFD-LIKE
XP_003044939.1	KDQ56379.1	PFD-LIKE
PCG88354.1	KDQ56379.1	PFD-LIKE
KXH63431.1	KDQ56379.1	PFD-LIKE
EXA30996.1	KDQ56379.1	PFD-LIKE
XP_003043833.1	KDQ56379.1	PFD-LIKE
XP_003047889.1	KDQ56379.1	PFD-LIKE
XP_023433990.1	EGU83004.1	PFD-LIKE
EXM14896.1	KDQ56379.1	PFD-LIKE
PYI26279.1	KDQ56379.1	PFD-LIKE
EWZ31680.1	EGU83004.1	PFD-LIKE
KJK68700.1	EPS39416.1	PFD-LIKE
PYI15344.1	XP_024406217.1	PFD-LIKE
PCD34352.1	CEF77804.1	PFD-LIKE
XP_018251429.1	EGU83004.1	PFD-LIKE
RBR26342.1	RBR26342.1	PFD-LIKE
XP_018761688.1	KDQ56379.1	PFD-LIKE
CEJ61224.1	XP_024406217.1	PFD-LIKE
EXM20798.1	KDQ56379.1	PFD-LIKE
PYI26437.1	PYI26437.1	PFD-LIKE
XP_001394698.2	XP_024406217.1	PFD-LIKE
OWW37972.1	XP_024406217.1	PFD-LIKE
XP_002482645.1	XP_002482645.1	PFD-LIKE
XP_007779053.1	XP_007779053.1	PFD-LIKE
XP_002850312.1	XP_002850312.1	PFD-LIKE
EXA39602.1	EGU83004.1	PFD-LIKE
CVL06861.1	KDQ56379.1	PFD-LIKE
KOC12912.1	EPS39416.1	PFD-LIKE
EXL98140.1	KDQ56379.1	PFD-LIKE
EXL99195.1	KDQ56379.1	PFD-LIKE
OTA82915.1	RFU76226.1	PFD-LIKE
EXM00607.1	EGU83004.1	PFD-LIKE
EGU86896.1	KDQ56379.1	PFD-LIKE
EGU79492.1	KDQ56379.1	PFD-LIKE
EXL90224.1	KDQ56379.1	PFD-LIKE
XP_002488371.1	KDQ56379.1	PFD-LIKE
KOS36644.1	KDQ56379.1	PFD-LIKE
XP_009226242.1	KDQ56379.1	PFD-LIKE
XP_007787281.1	XP_007787281.1	PFD-LIKE
XP_020120951.1	EPS39416.1	PFD-LIKE
XP_001220947.1	XP_016255967.1	PFD-LIKE
PTB77034.1	XP_024757852.1	PFD-LIKE
EWY82909.1	KDQ56379.1	PFD-LIKE
EXA35068.1	KDQ56379.1	PFD-LIKE
KDE76038.1	EPS39416.1	PFD-LIKE
CVL05449.1	EGU83004.1	PFD-LIKE
KOS40823.1	XP_016255967.1	PFD-LIKE
XP_002488530.1	XP_002488530.1	PFD-LIKE
AIA58902.1	AIA58902.1	PFD-LIKE
RAO73290.1	XP_024406217.1	PFD-LIKE
XP_018258280.1	KDQ56379.1	PFD-LIKE
EGU86408.1	KDQ56379.1	PFD-LIKE
SCO20404.1	EGU83004.1	PFD-LIKE
EWY86057.1	EGU83004.1	PFD-LIKE
EXL67903.1	KDQ56379.1	PFD-LIKE
EXL67905.1	KDQ56379.1	PFD-LIKE
