SJL16168.1	SJL16168.1
PTB75150.1	EKG09569.1
PTB75150.1	ERS96506.1
PTB75150.1	KFH40613.1
PTB75150.1	KFY32033.1
PTB75150.1	KFY59291.1
PTB75150.1	KFY66541.1
PTB75150.1	KFY93587.1
PTB75150.1	KND92704.1
PTB75150.1	ORX98186.1
PTB75150.1	XP_007697538.1
PTB75150.1	XP_013270811.1
PTB75150.1	ATY62351.1
PTB75150.1	XP_006666034.1
PTB75150.1	CZS94644.1
PTB75150.1	CZS91130.1
PTB75150.1	KFA51369.1
PTB75150.1	KEY68192.1
PTB75150.1	KFA60285.1
PTB75150.1	KFA71991.1
PTB75150.1	KFZ04192.1
PTB75150.1	OAQ96024.1
PTB75150.1	OQE07575.1
PTB75150.1	RAO65428.1
PTB75150.1	PYI07524.1
PTB75150.1	RBQ74971.1
PTB75150.1	CVK99283.1
PTB75150.1	KPA38773.1
PTB75150.1	RBR22171.1
PTB75150.1	XP_018753389.1
PTB75150.1	SMR64095.1
PTB75150.1	KJX94830.1
PTB75150.1	XP_002149067.1
PTB75150.1	KFX42045.1
PTB75150.1	XP_016589925.1
PTB75150.1	XP_018692686.1
PTB75150.1	XP_007746904.1
PTB75150.1	XP_007758673.1
PTB75150.1	XP_013312946.1
PTB75150.1	XP_016626445.1
PTB75150.1	XP_018704521.1
PTB75150.1	XP_020117623.1
PTB75150.1	EXV04769.1
PTB75150.1	KID83248.1
PTB75150.1	KID94934.1
PTB75150.1	KID95700.1
PTB75150.1	KJK73834.1
PTB75150.1	XP_007821455.2
PTB75150.1	XP_014547923.1
PTB75150.1	XP_025568982.1
PTB75150.1	OQE68807.1
PTB75150.1	RDH35865.1
PTB75150.1	XP_023452717.1
PTB75150.1	XP_023627763.1
PTB75150.1	XP_007799749.1
PTB75150.1	XP_008724487.1
PTB75150.1	XP_016616591.1
PTB75150.1	XP_016645602.1
PTB75150.1	XP_018074958.1
PTB75150.1	KXL48958.1
PTB75150.1	OCK90588.1
PTD03771.1	PTD03771.1
PTD03771.1	OBS20475.1
PTD03771.1	XP_009255380.1
PTD03771.1	KPA41367.1
PTD03771.1	XP_011323363.1
PTD03771.1	PCD39770.1
PTD03771.1	XP_003052801.1
PTD04949.1	PTD04949.1
PTD04949.1	XP_009256243.1
PTD05924.1	PTD05924.1
PTD05924.1	XP_011323285.1
XP_025482763.1	XP_025482763.1
XP_025482821.1	XP_025482821.1
XP_025491194.1	XP_025491194.1
XP_025491194.1	PYI33535.1
XP_025491194.1	OQD80699.1
XP_025491194.1	OQE08995.1
XP_025491194.1	OQE62786.1
XP_025491194.1	PYI16152.1
XP_025491194.1	RAK81387.1
XP_025491194.1	XP_025523633.1
XP_025491215.1	XP_025491215.1
XP_025492286.1	XP_025492286.1
XP_025492286.1	XP_025442043.1
XP_025492286.1	RAK73943.1
XP_025492286.1	XP_020059302.1
XP_025492286.1	XP_025498720.1
XP_025493014.1	XP_025493014.1
XP_025496268.1	XP_025496268.1
XP_025496501.1	XP_025496501.1
XP_025500120.1	XP_025500120.1
XP_025500120.1	XP_025523478.1
XP_025500120.1	PYI22614.1
XP_025501103.1	XP_025501103.1
XP_025501103.1	RAK72239.1
XP_025501103.1	XP_025444307.1
XP_025505132.1	XP_025505132.1
XP_025505132.1	XP_025525038.1
XP_025505252.1	XP_025505252.1
XP_025505252.1	PYI35691.1
XP_025506198.1	XP_025506198.1
XP_025506198.1	PYI17302.1
XP_025507853.1	XP_025507853.1
XP_025507853.1	PYI21193.1
XP_025507853.1	XP_020058574.1
XP_025507853.1	XP_025438693.1
XP_025507853.1	XP_025495312.1
XP_025507853.1	XP_025531934.1
XP_025523477.1	XP_025523477.1
XP_025523477.1	PYI22613.1
XP_025523477.1	PYI25351.1
XP_025523477.1	OTA90235.1
XP_025523477.1	OTA67284.1
XP_025523477.1	XP_021874118.1
XP_025532858.1	XP_025532858.1
XP_025532858.1	PYI35544.1
XP_025544663.1	XP_025544663.1
XP_025544663.1	CEL09041.1
XP_025544663.1	RDW67382.1
XP_025544663.1	CRG91367.1
XP_025544663.1	CZR55503.1
XP_025547084.1	XP_025547084.1
XP_025547500.1	XP_025547500.1
XP_025547664.1	XP_025547664.1
XP_025547902.1	XP_025547902.1
XP_025553045.1	XP_025553045.1
XP_025553334.1	XP_025553334.1
XP_025562088.1	XP_025562088.1
XP_025564435.1	XP_025564435.1
XP_025569560.1	XP_025569560.1
XP_025574498.1	XP_025574498.1
XP_025579746.1	XP_025579746.1
XP_025583493.1	XP_025583493.1
XP_025583598.1	XP_025583598.1
XP_025587183.1	XP_025587183.1
XP_660924.1	XP_660924.1
XP_661943.1	XP_661943.1
XP_681591.1	XP_681591.1
XP_958261.1	XP_958261.1
XP_958261.1	XP_009848628.1
XP_958261.1	XP_003345174.1
XP_958261.1	OJJ52519.1
XP_958261.1	XP_007734006.1
XP_964053.2	XP_964053.2
XP_964053.2	XP_003346197.1
ELA28300.1	ELA28300.1
ELA28300.1	PQE25124.1
ELA28339.1	ELA28339.1
ELA28339.1	ELA28340.1
ELA31041.1	ELA31041.1
ELA31985.1	ELA31985.1
ELA33301.1	ELA33301.1
ELA33744.1	ELA33744.1
ELA35075.1	ELA35075.1
ELA35075.1	CZR69790.1
ELA35075.1	XP_018156598.1
ELA35075.1	CCF34483.1
ELA36190.1	ELA36190.1
ELA36433.1	ELA36433.1
ELA37303.1	ELA37303.1
ELQ33741.1	ELQ33741.1
ELQ33882.1	ELQ33882.1
ELQ33882.1	XP_009216949.1
ELQ37152.1	ELQ37152.1
ELQ43881.1	ELQ43881.1
ELQ44145.1	ELQ44145.1
ELQ44145.1	XP_003717549.1
ELQ44145.1	ELQ42023.1
ELQ44145.1	XP_003713943.1
ELQ58337.1	ELQ58337.1
ELQ58337.1	KFA68627.1
ELQ63105.1	ELQ63105.1
ELQ70247.1	ELQ70247.1
ELQ70247.1	XP_003714937.1
ELR03921.1	ELR03921.1
ELR06150.1	ELR06150.1
ELR06465.1	ELR06465.1
ELR06465.1	KFY90176.1
ELR06465.1	XP_024325980.1
ELR09120.1	ELR09120.1
ELU35793.1	ELU35793.1
ELU36043.1	ELU36043.1
ELU36386.1	ELU36386.1
ELU39095.1	ELU39095.1
ELU39097.1	ELU39097.1
ELU39436.1	ELU39436.1
ELU41956.1	ELU41956.1
EMD30768.1	EMD30768.1
EMD32013.1	EMD32013.1
EMD32072.1	EMD32072.1
EMD32104.1	EMD32104.1
EMD32104.1	EMD30819.1
EMD32104.1	EMD32085.1
EMD32809.1	EMD32809.1
EMD33442.1	EMD33442.1
EMD34647.1	EMD34647.1
EMD35546.1	EMD35546.1
EMD35807.1	EMD35807.1
EMD36657.1	EMD36657.1
EMD36678.1	EMD36678.1
EMD36678.1	EMD30506.1
EMD36685.1	EMD36685.1
EMD36691.1	EMD36691.1
EMD36691.1	EMD36687.1
EMD36692.1	EMD36692.1
EMD36692.1	EMD35710.1
EMD36695.1	EMD36695.1
EMD36698.1	EMD36698.1
EMD36699.1	EMD36699.1
EMD36699.1	EMD36688.1
EMD36699.1	EMD36693.1
EMD36776.1	EMD36776.1
EMD36786.1	EMD36786.1
EMD36786.1	OCK79912.1
EMD36786.1	EJD36885.1
EMD36786.1	EJD36868.1
EMD36786.1	EMD36845.1
EMD36786.1	OCH83708.1
EMD36786.1	OCH84279.1
EMD36786.1	OCH87709.1
EMD36786.1	XP_007389928.1
EMD36786.1	XP_007389925.1
EMD36786.1	XP_007389939.1
EMD36786.1	XP_007389935.1
EMD36786.1	XP_007389958.1
EMD36786.1	XP_007389920.1
EMD36786.1	XP_007389921.1
EMD36800.1	EMD36800.1
EMD36903.1	EMD36903.1
EMD36926.1	EMD36926.1
EMD37025.1	EMD37025.1
EMD37025.1	EMD37111.1
EMD37418.1	EMD37418.1
EMD84654.1	EMD84654.1
EMD97601.1	EMD97601.1
EME41018.1	EME41018.1
KIK14167.1	KIK14167.1
KIK17240.1	KIK17240.1
KIK17240.1	KIK25718.1
KIK17240.1	KJA21862.1
KIK35837.1	KIK35837.1
KIK39433.1	KIK39433.1
KIK39521.1	KIK39521.1
KIK39522.1	KIK39522.1
KIK40478.1	KIK40478.1
KIK41327.1	KIK41327.1
KIK41327.1	KIK33985.1
KIK41327.1	OJA07585.1
KIK41327.1	OAX37863.1
KIK41327.1	XP_016642278.1
KIK46005.1	KIK46005.1
KIK46005.1	KIK36088.1
KIK46005.1	KIK32669.1
KIK46005.1	OAX33921.1
KIK46005.1	OAX40313.1
KIK50569.1	KIK50569.1
KIK50569.1	KIK51727.1
KIK51048.1	KIK51048.1
KIK51309.1	KIK51309.1
KIK51309.1	KIK62325.1
KIK51309.1	KIK51576.1
KIK51543.1	KIK51543.1
KIK51792.1	KIK51792.1
KIK51792.1	KIK51781.1
KIK51861.1	KIK51861.1
KIK53099.1	KIK53099.1
KIK53160.1	KIK53160.1
KIK53603.1	KIK53603.1
KIK53675.1	KIK53675.1
KIK53675.1	KIK51763.1
KIK53675.1	KIK51773.1
KIK53675.1	KIK51793.1
KIK53675.1	KIK53683.1
KIK53675.1	KIK54804.1
KIK53675.1	KIK54806.1
KIK53675.1	KIK58114.1
KIK53675.1	KIK54574.1
KIK53675.1	KIK58147.1
KIK54214.1	KIK54214.1
KIK54615.1	KIK54615.1
KIK54802.1	KIK54802.1
KIK55200.1	KIK55200.1
KIK56185.1	KIK56185.1
KIK56185.1	PMD30004.1
KIK56537.1	KIK56537.1
KIK56537.1	KIK56055.1
KIK56761.1	KIK56761.1
KIK56907.1	KIK56907.1
KIK58025.1	KIK58025.1
KIK58025.1	KIK56682.1
KIK58043.1	KIK58043.1
KIK58111.1	KIK58111.1
KIK58111.1	KIK53257.1
KIK58634.1	KIK58634.1
KIK58995.1	KIK58995.1
KIK58995.1	KIK58992.1
KIK58995.1	KIK59006.1
KIK58995.1	KIK60487.1
KIK58995.1	KIK66421.1
KIK58995.1	KIM46592.1
KIK60186.1	KIK60186.1
KIK60186.1	KIK56604.1
KIK60186.1	KIK57553.1
KIK60186.1	PBK86678.1
KIK60188.1	KIK60188.1
KIK60759.1	KIK60759.1
KIK60759.1	KIK60750.1
KIK61054.1	KIK61054.1
KIK62624.1	KIK62624.1
KIK63313.1	KIK63313.1
KIK63313.1	KIK50143.1
KIK63313.1	KIK50846.1
KIK63313.1	KIK55016.1
KIK63313.1	KIK56211.1
KIK66131.1	KIK66131.1
KIK66292.1	KIK66292.1
KIK66916.1	KIK66916.1
KIK71690.1	KIK71690.1
KIK71690.1	OCB85106.1
KIK71690.1	OCB84905.1
KIK71690.1	OCB85104.1
KIK71690.1	OCB85297.1
KIK71690.1	OCB85296.1
KIK71690.1	OCB85831.1
KIK71690.1	KZT25309.1
KIK71690.1	OCB85849.1
KIK71690.1	OCB90484.1
KIK71690.1	XP_007261964.1
KIK71690.1	XP_007270503.1
KIK71690.1	SJL11199.1
KIK75548.1	KIK75548.1
KIL54132.1	KIL54132.1
KIL54398.1	KIL54398.1
KIL54761.1	KIL54761.1
KIL54906.1	KIL54906.1
KIL54906.1	KIL55465.1
KIL54906.1	KIL55783.1
KIL54906.1	KIL58011.1
KIL54906.1	KIL60747.1
KIL54906.1	KIL61225.1
KIL54906.1	KIL61228.1
KIL54906.1	KIL61236.1
KIL54906.1	KIL61255.1
KIL54906.1	KIL61256.1
KIL54906.1	KIL69068.1
KIL54906.1	KIL62241.1
KIL55779.1	KIL55779.1
KIL55982.1	KIL55982.1
KIL55982.1	KIL63232.1
KIL56627.1	KIL56627.1
KIL56627.1	KIL55684.1
KIL56627.1	KIL56758.1
KIL56627.1	KIL57277.1
KIL56627.1	KIL57464.1
KIL56627.1	KIL59719.1
KIL56627.1	KIL61646.1
KIL56627.1	KIL54588.1
KIL56627.1	KIL62937.1
KIL58914.1	KIL58914.1
KIL58956.1	KIL58956.1
KIL59433.1	KIL59433.1
KIL59433.1	KIL64109.1
KIL59433.1	KIL65494.1
KIL59892.1	KIL59892.1
KIL59897.1	KIL59897.1
KIL59897.1	KIL57057.1
KIL59956.1	KIL59956.1
KIL60177.1	KIL60177.1
KIL60177.1	KIL57694.1
KIL60249.1	KIL60249.1
KIL60249.1	KIL54805.1
KIL60249.1	KIL69955.1
KIL61203.1	KIL61203.1
KIL61203.1	KIL60754.1
KIL61252.1	KIL61252.1
KIL61765.1	KIL61765.1
KIL61765.1	KIL61759.1
KIL61834.1	KIL61834.1
KIL61834.1	KIL62150.1
KIL63299.1	KIL63299.1
KIL63567.1	KIL63567.1
KIL63567.1	KIL55166.1
KIL63764.1	KIL63764.1
KIL63764.1	KIL63653.1
KIL63764.1	KIL63195.1
KIL64114.1	KIL64114.1
KIL64114.1	KIL64121.1
KIL64146.1	KIL64146.1
KIL64146.1	KIL54543.1
KIL64289.1	KIL64289.1
KIL64551.1	KIL64551.1
KIL64558.1	KIL64558.1
KIL64864.1	KIL64864.1
KIL64864.1	KIL56096.1
KIL64864.1	KIL57658.1
KIL64864.1	KIL65275.1
KIL64864.1	KIL70486.1
KIL64864.1	KIM79726.1
KIL64915.1	KIL64915.1
KIL64915.1	KIL65024.1
KIL64915.1	KIL65023.1
KIL64915.1	KIL65028.1
KIL65064.1	KIL65064.1
KIL65314.1	KIL65314.1
KIL65314.1	KIL55848.1
KIL65314.1	KIL56963.1
KIL65314.1	KIL57160.1
KIL65314.1	KIL57684.1
KIL65314.1	KIL62297.1
KIL65314.1	KIL57007.1
KIL65314.1	KIL57200.1
KIL65314.1	KIL62673.1
KIL65314.1	KIL62676.1
KIL65314.1	KIL62670.1
KIL65314.1	KIL57014.1
KIL65314.1	KIL62294.1
KIL65314.1	KIL62668.1
KIL65314.1	KIL64977.1
KIL65314.1	KIL66510.1
KIL65314.1	KIL55054.1
KIL65314.1	KIL55594.1
KIL65314.1	KIL56410.1
KIL65314.1	KIL58680.1
KIL65314.1	KIL55492.1
KIL65314.1	KIL56063.1
KIL65314.1	KIL56303.1
KIL65314.1	KIL58996.1
KIL65314.1	KIL56359.1
KIL65314.1	KIL57153.1
KIL65314.1	KIL56707.1
KIL65314.1	KIL58984.1
KIL65314.1	KIL57843.1
KIL65314.1	KIL58985.1
KIL65314.1	KIL60992.1
KIL65314.1	KIL62102.1
KIL65314.1	KIL59903.1
KIL65314.1	KIL60558.1
KIL65314.1	KIL55122.1
KIL65314.1	KIL55954.1
KIL65314.1	KIL56622.1
KIL65314.1	KIL56624.1
KIL65314.1	KIL60889.1
KIL65314.1	KIL55303.1
KIL65314.1	KIL63369.1
KIL65314.1	KIL61130.1
KIL65314.1	KIL55512.1
KIL65314.1	KIL66507.1
KIL65314.1	KIL61556.1
KIL65314.1	KIL62300.1
KIL65314.1	KIL62606.1
KIL65314.1	KIL62312.1
KIL65314.1	KIL62935.1
KIL65314.1	KIL66234.1
KIL65314.1	KIL65281.1
KIL65314.1	KIL56421.1
KIL65442.1	KIL65442.1
KIL65442.1	KIM48927.1
KIL65713.1	KIL65713.1
KIL67881.1	KIL67881.1
KIL68621.1	KIL68621.1
KIL70481.1	KIL70481.1
KIL84692.1	KIL84692.1
KIL84911.1	KIL84911.1
KIL84992.1	KIL84992.1
KIL84992.1	OCK88179.1
KIL85348.1	KIL85348.1
KIL85433.1	KIL85433.1
KIL85476.1	KIL85476.1
KIL87066.1	KIL87066.1
KIL87132.1	KIL87132.1
KIL87132.1	XP_024757062.1
KIL87132.1	XP_018656330.2
KIL87132.1	PWW76991.1
KIL87132.1	PUU82408.1
KIL87132.1	RFU30417.1
KIL87132.1	XP_025536910.1
KIL87132.1	OBT42170.1
KIL87132.1	KUL83255.1
KIL87132.1	PCG91709.1
KIL87132.1	GAM34749.1
KIL87132.1	KUL86672.1
KIL87132.1	XP_024734151.1
KIL87132.1	PMD44531.1
KIL87132.1	XP_018137764.1
KIL87132.1	XP_009220597.1
KIL88409.1	KIL88409.1
KIL89241.1	KIL89241.1
KIL89285.1	KIL89285.1
KIL92273.1	KIL92273.1
KIL92273.1	CVL06124.1
KIL92273.1	OQE26303.1
KIM27879.1	KIM27879.1
KIM27950.1	KIM27950.1
KIM27956.1	KIM27956.1
KIM28117.1	KIM28117.1
KIM28341.1	KIM28341.1
KIM28403.1	KIM28403.1
KIM28424.1	KIM28424.1
KIM29936.1	KIM29936.1
KIM29936.1	KIM26162.1
KIM29936.1	KIM22020.1
KIM30149.1	KIM30149.1
KIM30149.1	KIM24436.1
KIM31005.1	KIM31005.1
KIM31285.1	KIM31285.1
KIM31285.1	KIM21958.1
KIM31285.1	KIM21035.1
KIM31285.1	KIM27015.1
KIM31585.1	KIM31585.1
KIM31585.1	KIM20239.1
KIM32139.1	KIM32139.1
KIM32161.1	KIM32161.1
KIM34775.1	KIM34775.1
KIM34777.1	KIM34777.1
KIM36721.1	KIM36721.1
KIM36932.1	KIM36932.1
KIM37599.1	KIM37599.1
KIM40594.1	KIM40594.1
KIM40594.1	KXN81737.1
KIM40594.1	KXN81738.1
KIM40594.1	KXN83279.1
KIM40594.1	KXN83282.1
KIM40594.1	KXN84434.1
KIM40594.1	KXN82479.1
KIM40594.1	XP_006462965.1
KIM40601.1	KIM40601.1
KIM40601.1	KDR84696.1
KIM40601.1	KDR71817.1
KIM40601.1	KDR68988.1
KIM40601.1	KDR70077.1
KIM40601.1	KDR82263.1
KIM41200.1	KIM41200.1
KIM41354.1	KIM41354.1
KIM41747.1	KIM41747.1
KIM41747.1	KIM41718.1
KIM42204.1	KIM42204.1
KIM42204.1	KIM42196.1
KIM43686.1	KIM43686.1
KIM43734.1	KIM43734.1
KIM45626.1	KIM45626.1
KIM45626.1	PPQ86744.1
KIM45626.1	PPQ77087.1
KIM45626.1	PPQ94613.1
KIM45626.1	XP_007865086.1
KIM47118.1	KIM47118.1
KIM47350.1	KIM47350.1
KIM48507.1	KIM48507.1
KIM49724.1	KIM49724.1
KIM49727.1	KIM49727.1
KIM49727.1	KIM49720.1
KIM49727.1	KIM49725.1
KIM49727.1	KIM89866.1
KIM49727.1	XP_001835970.1
KIM56595.1	KIM56595.1
KIM64679.1	KIM64679.1
KIM71373.1	KIM71373.1
KIM71501.1	KIM71501.1
KIM72204.1	KIM72204.1
KIM72236.1	KIM72236.1
KIM72422.1	KIM72422.1
KIM73744.1	KIM73744.1
KPA38317.1	KPA38317.1
KPA38317.1	KLO98922.1
KPA38317.1	XP_024726587.1
KPA38507.1	KPA38507.1
KPA38507.1	EXL64101.1
KPA38507.1	KXJ90427.1
KPA38507.1	ELQ61963.1
KPA38507.1	GAW20391.1
KPA38507.1	KXX74716.1
KPA38507.1	KZZ88496.1
KPA38507.1	OPB41048.1
KPA38507.1	PTB77034.1
KPA38507.1	PVI01694.1
KPA38507.1	XP_002151313.1
KPA38507.1	GAM41636.1
KPA38507.1	KUL91240.1
KPA38507.1	PCH06455.1
KPA38507.1	XP_007827178.1
KPA38507.1	XP_008094177.1
KPA38507.1	KDN63929.1
KPA38507.1	KZL66638.1
KPA38507.1	XP_009226242.1
KPA38507.1	XP_018663788.1
KPA38507.1	XP_024404705.1
KPA38507.1	XP_024757852.1
KPA38507.1	PWI65465.1
KPA38507.1	PWI63976.1
KPA38507.1	XP_003174788.1
KPA41268.1	KPA41268.1
KPA41665.1	KPA41665.1
KPM36720.1	KPM36720.1
KPM39125.1	KPM39125.1
KPM39245.1	KPM39245.1
KPM39536.1	KPM39536.1
KPM41494.1	KPM41494.1
KPM41937.1	KPM41937.1
KPM41937.1	CVL12473.1
KPM41937.1	EGU79894.1
KPM41937.1	EMT72967.1
KPM41937.1	EWY92318.1
KPM41937.1	EWZ52393.1
KPM41937.1	EWZ86563.1
KPM41937.1	EXA51360.1
KPM41937.1	EXK49698.1
KPM41937.1	EXK85366.1
KPM41937.1	EXL41256.1
KPM41937.1	EXL68682.1
KPM41937.1	EXL96758.1
KPM41937.1	PCD46475.1
KPM41937.1	RBA12603.1
KPM41937.1	RBR19544.1
KPM41937.1	SCO30800.1
KPM41937.1	SCO78758.1
KPM41937.1	XP_018234025.1
KPM41937.1	XP_018742151.1
KPM41937.1	EYB26821.1
KPM41937.1	CEF85056.1
KPM41937.1	KKP04159.1
KPM41937.1	XP_024774401.1
KPM41937.1	KLU92935.1
KPM41937.1	SCO76937.1
KPM41937.1	XP_024748203.1
KPM42215.1	KPM42215.1
KPM42469.1	KPM42469.1
KPM43212.1	KPM43212.1
KPM44509.1	KPM44509.1
KPM44905.1	KPM44905.1
KPM45174.1	KPM45174.1
KPM45191.1	KPM45191.1
KUI59786.1	KUI59786.1
KUI65732.1	KUI65732.1
KUI67111.1	KUI67111.1
KUI67447.1	KUI67447.1
KUI69256.1	KUI69256.1
KUI69256.1	CVK87287.1
KUI69256.1	CZR39119.1
KUI69256.1	KLO81496.1
KUI69256.1	KLO98299.1
KUI69256.1	KLP15501.1
KUI69256.1	SCV58166.1
KUI69256.1	XP_023428902.1
KUI69256.1	OWY44589.1
KUI69256.1	XP_007823713.2
KUI69256.1	EXU99423.1
KUI69256.1	KJK76298.1
KUI69256.1	XP_014539622.1
KUI69256.1	KFY09438.1
KUI69256.1	KFY82496.1
KUI69256.1	XP_016244860.1
KUI69256.1	OQV00762.1
KUI71954.1	KUI71954.1
KUL81410.1	KUL81410.1
KUL81410.1	XP_002340147.1
KUL81410.1	XP_002482645.1
KUL81413.1	KUL81413.1
KUL81413.1	EGU72247.1
KUL81598.1	KUL81598.1
KUL81870.1	KUL81870.1
KUL81870.1	CDM32510.1
KUL81870.1	GAQ03170.1
KUL81870.1	KUL87058.1
KUL83152.1	KUL83152.1
KUL91860.1	KUL91860.1
KUM64417.1	KUM64417.1
KUM64417.1	CRL19333.1
KUM66880.1	KUM66880.1
KXG48434.1	KXG48434.1
KXG48434.1	OBS19722.1
KXG48434.1	XP_018060976.1
KXG48434.1	OBT77496.1
KXG48434.1	EZF34719.1
KXG48434.1	EGE00377.1
KXG48434.1	EGE08736.1
KXG48434.1	GBF64936.1
KXG48434.1	OAL72505.1
KXG48434.1	OJJ55475.1
KXG48434.1	KPM45954.1
KXG48434.1	RDW67055.1
KXG48434.1	PVH91781.1
KXG48434.1	XP_016228230.1
KXG48434.1	KFA69392.1
KXG48434.1	EFQ94910.1
KXG48434.1	EXF84562.1
KXG48434.1	GAO19100.1
KXG48434.1	GAP84174.1
KXG48434.1	KDB12954.1
KXG48434.1	KFX87707.1
KXG48434.1	KFY61810.1
KXG48434.1	KFY95688.1
KXG48434.1	KIW65774.1
KXG48434.1	KJZ74929.1
KXG48434.1	KLU89101.1
KXG48434.1	KPM44898.1
KXG48434.1	OAQ77315.1
KXG48434.1	OAX82520.1
KXG48434.1	OCK88948.1
KXG48434.1	ODM17018.1
KXG48434.1	OJJ62671.1
KXG48434.1	ORX98178.1
KXG48434.1	OXN12457.1
KXG48434.1	PHH92515.1
KXG48434.1	PWI69843.1
KXG48434.1	RAK81445.1
KXG48434.1	RFU25604.1
KXG48434.1	XP_014082879.1
KXG48434.1	XP_018176531.1
KXG48434.1	XP_024323733.1
KXG48434.1	XP_024701560.1
KXG48434.1	XP_025399636.1
KXG48434.1	XP_025472296.1
KXG48434.1	CDM37228.1
KXG48434.1	ELQ32324.1
KXG48434.1	ELQ58741.1
KXG48434.1	XP_003708754.1
KXG48434.1	OAA60362.1
KXG48434.1	KPA37685.1
KXG48434.1	KXG47775.1
KXG48434.1	KXX82641.1
KXG48434.1	OQE94188.1
KXG48434.1	XP_014168733.1
KXG48434.1	OQE04853.1
KXG48434.1	OTA24905.1
KXG48434.1	OTA98315.1
KXG48434.1	PGH05348.1
KXG48434.1	PYI09529.1
KXG48434.1	PMD24302.1
KXG48434.1	XP_003174889.1
KXG48434.1	SLM37267.1
KXG48434.1	XP_002563878.1
KXG48434.1	KZN86406.1
KXG48434.1	XP_002846451.1
KXG48434.1	XP_016640761.1
KXG48434.1	XP_018065205.1
KXG48434.1	XP_024668924.1
KXG48434.1	XP_024741672.1
KXG49333.1	KXG49333.1
KXG53549.1	KXG53549.1
KXH31503.1	KXH31503.1
KXH31503.1	ENH83900.1
KXH31503.1	KXH68351.1
KXH31503.1	XP_022469983.1
KXH31503.1	XP_024773404.1
KXH31503.1	OPB43300.1
KXH31503.1	KKO96527.1
KXH31503.1	PNP55469.1
KXH34561.1	KXH34561.1
KXH35434.1	KXH35434.1
KXH36278.1	KXH36278.1
KXH36322.1	KXH36322.1
KXH38298.1	KXH38298.1
KXH41343.1	KXH41343.1
KZT34465.1	KZT34465.1
KZT35035.1	KZT35035.1
KZT35121.1	KZT35121.1
KZT36855.1	KZT36855.1
KZT36855.1	KZS94856.1
KZT36888.1	KZT36888.1
KZT37775.1	KZT37775.1
KZT37864.1	KZT37864.1
KZT37864.1	KZT33069.1
KZT38234.1	KZT38234.1
KZT38854.1	KZT38854.1
KZT39107.1	KZT39107.1
KZT39107.1	KZS92420.1
KZT39836.1	KZT39836.1
KZT39844.1	KZT39844.1
KZT39980.1	KZT39980.1
KZT39980.1	KZS94235.1
KZT40771.1	KZT40771.1
KZT40771.1	KZS98165.1
KZT41781.1	KZT41781.1
KZT50258.1	KZT50258.1
KZT50516.1	KZT50516.1
KZT51074.1	KZT51074.1
KZT51077.1	KZT51077.1
KZT51771.1	KZT51771.1
KZT51781.1	KZT51781.1
KZT51781.1	KZT50518.1
KZT52169.1	KZT52169.1
KZT54152.1	KZT54152.1
KZT56047.1	KZT56047.1
KZT56064.1	KZT56064.1
KZT56066.1	KZT56066.1
KZT56066.1	KZT56065.1
KZT56066.1	KZT56085.1
KZT56082.1	KZT56082.1
KZT56103.1	KZT56103.1
KZT58253.1	KZT58253.1
KZT58275.1	KZT58275.1
KZT65505.1	KZT65505.1
KZT72258.1	KZT72258.1
KZV60721.1	KZV60721.1
KZV60721.1	KZV75997.1
KZV60721.1	KZV60711.1
KZV60721.1	KZV62643.1
KZV60721.1	KZV60044.1
KZV60721.1	KZV61576.1
KZV60721.1	KZV62632.1
KZV60721.1	KZV62634.1
KZV60721.1	KZV62645.1
KZV60721.1	KZV62699.1
KZV60721.1	KZV63936.1
KZV60721.1	KZV59882.1
KZV60721.1	KZV63937.1
KZV60721.1	KZV66651.1
KZV60721.1	KZV67550.1
KZV60721.1	KZV75798.1
KZV60721.1	KZV75799.1
KZV60721.1	KZV76216.1
KZV60721.1	KZV64388.1
KZV60721.1	KZV69528.1
KZV60721.1	KZV71423.1
KZV60721.1	KZV76206.1
KZV60721.1	KZV76211.1
KZV61480.1	KZV61480.1
KZV62636.1	KZV62636.1
KZV63426.1	KZV63426.1
KZV63942.1	KZV63942.1
KZV65025.1	KZV65025.1
KZV66219.1	KZV66219.1
KZV68394.1	KZV68394.1
KZV68394.1	KZV65975.1
KZV68394.1	KZV66649.1
KZV68394.1	KZV72146.1
KZV68394.1	KZV76964.1
KZV68394.1	KZV59696.1
KZV68394.1	KZV66652.1
KZV68394.1	KZV59318.1
KZV68394.1	KZV63934.1
KZV68394.1	KZV63938.1
KZV68394.1	KZV65978.1
KZV68394.1	KZV62641.1
KZV68394.1	KZV60039.1
KZV68394.1	KZV74264.1
KZV68397.1	KZV68397.1
KZV70150.1	KZV70150.1
KZV70938.1	KZV70938.1
KZV70938.1	KZV58942.1
KZV71426.1	KZV71426.1
KZV72487.1	KZV72487.1
KZV72762.1	KZV72762.1
KZV76208.1	KZV76208.1
RAR00075.1	RAR00075.1
RAR02083.1	RAR02083.1
RAR02083.1	KNG51820.1
RAR02635.1	RAR02635.1
RAR02635.1	KNG52767.1
RAR10434.1	RAR10434.1
RAR10434.1	KNG46999.1
RBA08947.1	RBA08947.1
RBA08947.1	EGU85957.1
RBA10303.1	RBA10303.1
RBA11765.1	RBA11765.1
RBA11872.1	RBA11872.1
RBA13184.1	RBA13184.1
RBA19062.1	RBA19062.1
RBA21137.1	RBA21137.1
RBA22040.1	RBA22040.1
