Cluster no	No	Hit	Prob	E-value	P-value	Score	SS	Cols	Query HMM	Template HMM
XP_009854030	10	PF06616.11 ; BsuBI_PstI_RE ; B	4.9	42.0	0.0081	16.8	0.0	25	38-62	121-145 (153)
EWZ01003	1	PF08043.12 ; Xin ; Xin repeat	27.4	3.5	0.00066	16.9	0.0	10	103-112	4-13  (16)
EWZ01003	2	PF18532.1 ; DUF5621 ; Domain o	22.2	4.8	0.00095	25.3	0.0	18	96-113	64-81  (140)
EWZ01003	3	PF17671.1 ; DUF5531 ; Family o	9.1	19.0	0.0036	22.5	0.0	18	75-92	84-101 (152)
EWZ01003	4	PF18385.1 ; Tiam_CC_Ex ; T-lym	6.5	29.0	0.0056	20.0	0.0	17	4-20	82-98  (98)
EWZ01003	5	PF12163.8 ; HobA ; DNA replica	3.9	55.0	0.011000000000000001	20.4	0.0	22	91-112	120-141 (180)
EWZ01003	6	PF15821.5 ; DUF4709 ; Domain o	3.5	62.0	0.012	18.5	0.0	19	86-104	71-89  (109)
EWZ01003	7	PF18596.1 ; Sld7_C ; Sld7 C-te	3.2	65.0	0.013999999999999999	16.2	0.0	33	75-111	6-38  (71)
EWZ01003	8	PF18196.1 ; Cdh1_DBD_1 ; Chrom	2.9	74.0	0.015	17.9	0.0	18	82-99	11-28  (122)
EWZ01003	9	PF15673.5 ; Ciart ; Circadian-	2.4	110.0	0.02	20.3	0.0	28	72-99	64-91  (278)
EWZ01003	10	PF17503.2 ; DUF5435 ; Family o	2.1	130.0	0.023	18.9	0.0	33	73-105	24-56  (205)
EMT62740	1	PF00082.22 ; Peptidase_S8 ; Su	99.8	1e-25	2.0000000000000002e-29	207.5	0.0	212	68-292	1-246 (286)
EMT62740	2	PF14097.6 ; SpoVAE ; Stage V s	48.8	0.97	0.00018	33.3	0.0	74	153-226	12-95  (177)
EMT62740	3	PF13940.6 ; Ldr_toxin ; Toxin	37.9	1.9	0.00033999999999999997	22.4	0.0	14	274-287	14-27  (35)
EMT62740	4	PF15894.5 ; SgrT ; Inhibitor o	8.9	20.0	0.0037	19.6	0.0	14	404-417	26-39  (49)
EMT62740	5	PF17763.1 ; Asparaginase_C ; G	8.0	22.0	0.0043	22.2	0.0	33	168-200	27-59  (112)
EMT62740	6	PF13607.6 ; Succ_CoA_lig ; Suc	7.5	24.0	0.0046	23.0	0.0	40	153-192	42-81  (138)
EMT62740	7	PF02601.15 ; Exonuc_VII_L ; Ex	6.5	29.0	0.0057	26.3	0.0	67	134-204	45-115 (318)
EMT62740	8	PF07765.12 ; KIP1 ; KIP1-like	3.8	59.0	0.011000000000000001	18.8	0.0	23	390-412	4-26  (74)
EMT62740	9	PF01924.16 ; HypD ; Hydrogenas	2.8	89.0	0.016	24.2	0.0	41	153-193	106-146 (348)
EMT62740	10	PF11886.8 ; TOC159_MAD ; Trans	2.5	98.0	0.018000000000000002	22.9	0.0	32	381-412	6-37  (267)
POR31696	1	PF17100.5 ; NACHT_N ; N-termin	95.4	9.300000000000001e-05	2e-08	49.5	0.0	40	2-41	185-226 (229)
POR31696	2	PF17108.5 ; HET-S ; N-terminal	31.4	2.8	0.0005	17.4	0.0	16	53-68	7-22  (23)
POR31696	3	PF16496.5 ; SWIRM-assoc_2 ; SW	16.0	8.3	0.0016	26.6	0.0	26	102-127	222-247 (405)
POR31696	4	PF09907.9 ; HigB_toxin ; HigB_	9.8	16.0	0.0033	17.8	0.0	13	110-122	62-74  (74)
POR31696	5	PF07867.11 ; DUF1654 ; Protein	5.6	36.0	0.0069	16.9	0.0	15	25-39	36-50  (70)
POR31696	6	PF04316.13 ; FlgM ; Anti-sigma	4.0	53.0	0.011000000000000001	14.5	0.0	23	89-111	21-43  (55)
POR31696	7	PF06616.11 ; BsuBI_PstI_RE ; B	3.3	70.0	0.013000000000000001	18.1	0.0	22	97-118	124-145 (153)
POR31696	8	PF16546.5 ; SGTA_dimer ; Homod	3.2	69.0	0.013999999999999999	14.7	0.0	18	79-96	33-50  (66)
POR31696	9	PF04532.12 ; DUF587 ; Protein	2.8	89.0	0.016	18.9	0.0	21	14-34	144-164 (220)
POR31696	10	PF17046.5 ; Ses_B ; SesB domai	2.5	98.0	0.018000000000000002	12.2	0.0	15	56-70	12-26  (28)
ORY16324	1	PF06985.11 ; HET ; Heterokaryo	97.4	7.4e-08	1.5e-11	67.3	0.0	57	46-102	63-127 (127)
ORY16324	2	PF02258.16 ; SLT_beta ; Shiga-	10.6	16.0	0.0029	19.4	0.0	22	88-109	25-46  (70)
ORY16324	3	PF15031.6 ; DUF4528 ; Domain o	10.5	16.0	0.003	22.4	0.0	25	164-188	72-97  (123)
ORY16324	4	PF10303.9 ; DUF2408 ; Protein	4.8	45.0	0.0084	21.5	0.0	12	60-71	121-132 (174)
ORY16324	5	PF11644.8 ; DUF3256 ; Protein	3.9	57.0	0.011000000000000001	21.3	0.0	16	107-122	106-121 (203)
ORY16324	6	PF07154.11 ; DUF1392 ; Protein	3.2	74.0	0.013999999999999999	19.8	0.0	30	40-69	19-48  (150)
ORY16324	7	PF09932.9 ; DUF2164 ; Uncharac	3.0	80.0	0.015	16.6	0.0	19	181-199	43-61  (72)
ORY16324	8	PF08285.11 ; DPM3 ; Dolichol-p	2.7	90.0	0.017	17.0	0.0	17	190-206	68-84  (90)
ORY16324	9	PF06820.12 ; Phage_fiber_C ; P	2.1	120.0	0.022000000000000002	15.5	0.0	21	101-121	40-60  (62)
ORY16324	10	PF04611.12 ; AalphaY_MDB ; Mat	2.1	130.0	0.023	18.1	0.0	31	40-72	57-87  (145)
KIM78170	1	PF11043.8 ; DUF2856 ; Protein	72.5	0.17	3.3e-05	22.5	0.0	30	2-33	4-33  (97)
KIM78170	2	PF15894.5 ; SgrT ; Inhibitor o	69.2	0.23	4.4e-05	19.4	0.0	16	16-31	25-40  (49)
KIM78170	3	PF02037.27 ; SAP ; SAP domain	52.4	0.66	0.00014	14.3	0.0	15	16-30	21-35  (35)
KIM78170	4	PF18385.1 ; Tiam_CC_Ex ; T-lym	47.4	1.0	0.00018999999999999998	19.7	0.0	20	13-32	20-39  (98)
KIM78170	5	PF13124.6 ; DUF3963 ; Protein	43.4	1.3	0.00023999999999999998	16.4	0.0	11	22-32	12-22  (40)
KIM78170	6	PF16727.5 ; REV1_C ; DNA repai	33.6	2.1	0.00044	17.1	0.0	13	21-33	1-13  (104)
KIM78170	7	PF03931.15 ; Skp1_POZ ; Skp1 f	31.6	2.4	0.0005	15.0	0.0	20	13-32	41-60  (63)
KIM78170	8	PF14203.6 ; TTRAP ; Putative t	30.8	2.7	0.00053	16.0	0.0	17	14-30	12-28  (60)
KIM78170	9	PF13663.6 ; DUF4148 ; Domain o	29.0	3.0	0.00059	15.4	0.0	18	16-33	27-44  (53)
KIM78170	10	PF15612.6 ; WHIM1 ; WSTF, HB1,	27.7	3.1	0.00064	14.0	0.0	20	14-33	19-38  (46)
